S,D1,D2,D3,D4,D5,D6,D7,C
F,0,0,0,0,0,0,44,Y
F,0,0,0,0,0,0,5,Y
F,0,0,0,0,0,0,38,Y
F,0,0,0,0,0,0,1,Y
F,0,0,0,0,0,0,39,Y
F,0,0,0,0,0,0,7,Y
F,0,0,0,0,0,0,20,Y
F,0,0,0,0,0,0,4,Y
F,0,0,0,0,0,0,18,Y
F,0,0,0,0,0,0,1,Y
F,0,0,0,0,0,0,86,Y
F,0,0,0,0,0,0,3,N
F,0,0,0,0,0,0,30,Y
F,0,0,0,0,0,0.1,22,N
F,0,0,0,0,0,142,207,Y
F,0,0,0,0,0,7,956,Y
F,0,0,0,0,0,0,6,Y
F,0,0,0,0,0,0,120,N
F,0,0,0,0,0,21,0,Y
F,0,0,0,0,0,27,0,Y
F,0,0,0,0,0,0,37,Y
F,0,0,0,0,0,0.1,5,Y
F,0,0,0,0,0,65,0,Y
F,0,0,0,0,0,28,3,Y
F,0,0,0,0,0,57,165,N
F,0,0,0,0,0,47,0,Y
F,0,0,0,0,0,16,0,Y
F,0,0,0,0,0,4,0,Y
F,0,0,0,0,0,2,2,Y
F,0,0,0,0,0,15,0,Y
F,0,0,0,0,0,0,17,Y
F,0,0,0,0,0,8,41,N
F,0,0,0,0,0,15,0,Y
F,0,0,0,0,0,4,0,Y
F,0,0,0,0,0,219,0,Y
F,0,0,0,0,0,25,0,Y
F,0,0,0,0,0,30,0,Y
F,0,0,0,0,0,69,0,N
F,0,0,0,0,0,47,11,N
F,0,0,0,0,0,14,43,Y
F,0,0,0,0,0,211,100,Y
F,0,0,0,0,0,0,54,Y
F,0,0,0,0,0,13,0,Y
F,0,0,0,0,0,12,0,Y
F,0,0,0,0,0,8,3,Y
F,0,0,0,0,0,9,0,Y
F,0,0,0,0,0,14,0,Y
F,0,0,0,0,0,0,15,Y
F,0,0,0,0,0,75,0,Y
F,0,0,0,0,0,8,0,Y
F,0,0,0,0,0,26,0,Y
F,0,0,0,0,0,7,6,Y
F,0,0,0,0,0,19,31,Y
F,0,0,0,0,0,79,12,Y
F,0,0,0,0,0,34,10,Y
F,0,0,0,0,0,7,0,Y
F,0,0,0,0,0,37,0,Y
F,0,0,0,0,0,45,0,N
F,0,0,0,0,0,0.1,0,Y
F,0,0,0,0,0,0,45,Y
F,0,0,0,0,0,30,0,Y
F,0,0,0,0,0,15,0,Y
F,0,0,0,0,0,4,0,Y
F,0,0,0,0,0,24,15,Y
F,0,0,0,0,0,34,0,Y
F,0,0,0,0,0,15,0,N
F,0,0,0,0,0,0,1,Y
F,0,0,0,0,0,15,0,Y
F,0,0,0,0,0,28,1101,Y
F,0,0,0,0,0,26,0,N
F,0,0,0,0,0,26,0,Y
F,0,0,0,0,0,0,30,N
F,0,0,0,0,0,86,5,Y
F,0,0,0,0,0,22,0,Y
F,0,0,0,0,0,0,13,Y
F,0,0,0,0,0,119,63,Y
F,0,0,0,0,0,7,0,Y
F,0,0,0,0,0,25,0,Y
F,0,0,0,0,0,57,0,N
F,0,0,0,0,0,9,0,Y
F,0,0,0,0,0,0,43,N
F,0,0,0,0,0,0.1,0,Y
F,0,0,0,0,0,12,0,Y
F,0,0,0,0,0,8,0,Y
F,0,0,0,0,0,3,14,Y
F,0,0,0,0,0,0.1,0,Y
F,0,0,0,0,0,78,154,Y
F,0,0,0,0,0,11,89,Y
F,0,0,0,0,0,125,0,Y
F,0,0,0,0,0,15,0,Y
F,0,0,0,0,0,0.1,0,Y
F,0,0,0,0,0,30,0,Y
F,0,0,0,0,0,20,0,Y
F,0,0,0,0,0,4,0,Y
F,0,0,0,0,0,12,0,N
F,0,0,0,0,0,30,0,Y
F,0,0,0,0,0,0.1,0,Y
F,0,0,0,0,0,19,4,Y
F,0,0,0,0,0,58,0,Y
F,0,0,0,0,0,57,0,Y
F,0,0,0,0,0,0,32,N
F,0,0,0,0,0,138,0,Y
F,0,0,0,0,0,16,0,Y
F,0,0,0,0,0,25,0,Y
F,0,0,0,0,0,0.1,0,Y
F,0,0,0,0,0,97,13,Y
F,0,0,0,0,0,15,0,Y
F,0,0,0,0,0,15,0,Y
F,0,0,0,0,0,20,0,Y
F,0,0,0,0,0,0,24,Y
F,0,0,0,0,0,49,88,Y
F,0,0,0,0,0,47,0,Y
F,0,0,0,0,0,7,0,Y
F,0,0,0,0,0,0,33,Y
F,0,0,0,0,0,0.1,0,Y
F,0,0,0,0,0,90,0,Y
F,0,0,0,0,0,22,0,Y
F,0,0,0,0,0,4,7,N
F,0,0,0,0,0,27,0,Y
F,0,0,0,0,0,70,0,Y
F,0,0,0,0,0,35,0,Y
F,0,0,0,0,0,23,0,Y
F,0,0,0,0,0,13,0,Y
F,0,0,0,0,0,16,71,Y
F,0,0,0,0,0,342,0,Y
F,0,0,0,0,0,114,12,Y
F,0,0,0,0,0,0,13,Y
F,0,0,0,0,0,24,0,Y
F,0,0,0,0,0,7,0,Y
F,0,0,0,0,0,8,0,Y
F,0,0,0,0,0,70,0,Y
F,0,0,0,0,0,30,0,Y
F,0,0,0,0,0,3,15,Y
F,0,0,0,0,0,1,0,Y
F,0,0,0,0,0,26,0,Y
F,0,0,0,0,0,2,5,Y
F,0,0,0,0,0,6,0,Y
F,0,0,0,0,0,18,0,Y
F,0,0,0,0,0,31,0,Y
F,0,0,0,0,0,32,0,Y
F,0,0,0,0,0,62,0,Y
F,0,0,0,0,0,10,2,Y
F,0,0,0,0,0,39,32,Y
F,0,0,0,0,0,415,0,Y
F,0,0,0,0,0,71,0,Y
F,0,0,0,0,0,75,0,Y
F,0,0,0,0,0,125,0.1,Y
F,0,0,0,0,0,11,0,Y
F,0,0,0,0,0,11,0,Y
F,0,0,0,0,0,6,0,N
F,0,0,0,0,0,45,0,Y
F,0,0,0,0,0,12,0,Y
F,0,0,0,0,0,37,0,N
F,0,0,0,0,0,73,0,Y
F,0,0,0,0,0,132,433,Y
F,0,0,0,0,0,0.1,0,Y
F,0,0,0,0,0,22,0,Y
F,0,0,0,0,0,1,0,N
F,0,0,0,0,0,80,0,N
F,0,0,0,0,0,65,0,Y
F,0,0,0,0,0,8,0,Y
F,0,0,0,0,0,15,0,Y
F,0,0,0,0,0,47,0,Y
F,0,0,0,0,0,6,0,N
F,0,0,0,0,0,21,0,N
F,0,0,0,0,0,39,0,Y
F,0,0,0,0,0,15,0,N
F,0,0,0,0,0,16,0,Y
F,0,0,0,0,0,25,0,N
F,0,0,0,0,0,158,13,Y
F,0,0,0,0,0,32,6,N
F,0,0,0,0,0,103,18,N
F,0,0,0,0,0,85,0,Y
F,0,0,0,0,0,78,0,Y
F,0,0,0,0,0,6,15,Y
F,0,0,0,0,0,6,2,Y
F,0,0,0,0,0,44,0,Y
F,0,0,0,0,0,1,0,N
F,0,0,0,0,0,30,15,Y
F,0,0,0,0,0,0,7,Y
F,0,0,0,0,0,7,0,Y
F,0,0,0,0,0,15,0,Y
F,0,0,0,0,0,14,10,Y
F,0,0,0,0,0,8,0,N
F,0,0,0,0,0,27,0,Y
F,0,0,0,0,0,104,0,N
F,0,0,0,0,0,18,0,Y
F,0,0,0,0,0,7,0,Y
F,0,0,0,0,0,3,0,Y
F,0,0,0,0,0,37,0,Y
F,0,0,0,0,0,28,0,Y
F,0,0,0,0,0,3,0,Y
F,0,0,0,0,0,13,0,Y
F,0,0,0,0,0,11,0,Y
F,0,0,0,0,0,40,0,Y
F,0,0,0,0,0,1,0,Y
F,0,0,0,0,0,30,0,N
F,0,0,0,0,0,35,0,N
F,0,0,0,0,0,23,0,Y
F,0,0,0,0,0,2,0,Y
F,0,0,0,0,0,27,0,Y
F,0,0,0,0,0,19,0,Y
F,0,0,0,0,0,33,0,Y
F,0,0,0,0,0,76,9,Y
F,0,0,0,0,0,15,0,Y
F,0,0,0,0,1,8,0,Y
F,0,0,0,0,0,24,0,Y
F,0,0,0,0,15,37,0,Y
F,0,0,0,0,4,25,0,Y
F,0,0,0,0,1,80,0,Y
F,0,0,0,0,12,6,0,Y
F,0,0,0,0,0,0,10,Y
F,0,0,0,0,0.1,0.1,0,Y
F,0,0,0,0,1,10,0,N
F,0,0,0,0,8,15,13,Y
F,0,0,0,0,0.1,19,0,Y
F,0,0,0,0,18,80,0,Y
F,0,0,0,0,57,19,0,Y
F,0,0,0,0,0.1,0,0,Y
F,0,0,0,0,4,5,0,Y
F,0,0,0,0,19,0,0,Y
F,0,0,0,0,174,423,0,Y
F,0,0,0,0,0,15,0,Y
F,0,0,0,0,19,14,5,N
F,0,0,0,0,0,24,11,Y
F,0,0,0,0,17,6,0,N
F,0,0,0,0,3,3,12,N
F,0,0,0,0,0,26,0,Y
F,0,0,0,0,7,0,0,N
F,0,0,0,0,760,3325,0,Y
F,0,0,0,0,0,4,17,N
F,0,0,0,0,6,0,0,Y
F,0,0,0,0,0,30,0,Y
F,0,0,0,0,29,35,11,Y
F,0,0,0,0,0,26,0,Y
F,0,0,0,0,0,76,0,Y
F,0,0,0,0,20,71,66,Y
F,0,0,0,0,56,0,0,Y
F,0,0,0,0,0,2,0,Y
F,0,0,0,0,22,0,0,Y
F,0,0,0,0,0,3,0,Y
F,0,0,0,0,29,0,0,Y
F,0,0,0,0,18,0,0,Y
F,0,0,0,0,3,0,0,Y
F,0,0,0,0,26,126,83,Y
F,0,0,0,0,0,0,23,Y
F,0,0,0,0,3,1,0,Y
F,0,0,0,0,23,2,0,Y
F,0,0,0,0,15,0,0,Y
F,0,0,0,0,4,0,0,Y
F,0,0,0,0,2,15,0,Y
F,0,0,0,0,30,0,0,Y
F,0,0,0,0,29,11,0,Y
F,0,0,0,0,30,0,0,Y
F,0,0,0,0,33,0,0,Y
F,0,0,0,0,5,0,0,Y
F,0,0,0,0,45,109,56,Y
F,0,0,0,0,39,0,0,Y
F,0,0,0,0,0,125,0,Y
F,0,0,0,0,15,0,0,Y
F,0,0,0,0,11,0,0,Y
F,0,0,0,0,118,0,0,Y
F,0,0,0,0,69,3,0,Y
F,0,0,0,0,8,11,11,Y
F,0,0,0,0,26,37,2,Y
F,0,0,0,0,5,0,0,Y
F,0,0,0,0,263,63,0,Y
F,0,0,0,0,15,22,0,N
F,0,0,0,0,0,0,34,Y
F,0,0,0,0,21,0,0,Y
F,0,0,0,0,1,0,0,Y
F,0,0,0,0,1,0,0,Y
F,0,0,0,0,31,0,0,Y
F,0,0,0,0,24,0,0,Y
F,0,0,0,0,27,5,3,Y
F,0,0,0,0,17,0,0,Y
F,0,0,0,0,34,0,0,Y
F,0,0,0,0,1,0,0.1,Y
F,0,0,0,0,8,0,0,Y
F,0,0,0,0,30,0,30,Y
F,0,0,0,0,22,7,0,Y
F,0,0,0,0,11,7,0,Y
F,0,0,0,0,0,62,0,Y
F,0,0,0,0,9,0,0,Y
F,0,0,0,0,0,16,0,Y
F,0,0,0,0,16,0,0,Y
F,0,0,0,0,30,0,0,Y
F,0,0,0,0,39,0,0,Y
F,0,0,0,0,32,0,0,Y
F,0,0,0,0,28,0,0,Y
F,0,0,0,0,27,0,0,Y
F,0,0,0,0,62,0,0,Y
F,0,0,0,0,50,0,0,Y
F,0,0,0,0,10,7,0,Y
F,0,0,0,0,2,0,0,Y
F,0,0,0,0,7,5,7,N
F,0,0,0,0,44,2,0,Y
F,0,0,0,0,386,0,0,Y
F,0,0,0,0,20,0,0,Y
F,0,0,0,0,8,0,0,Y
F,0,0,0,0,45,0,0,Y
F,0,0,0,0,30,0,0,Y
F,0,0,0,0,45,17,142,N
F,0,0,0,0,0.1,0,0,Y
F,0,0,0,0,59,0,0,Y
F,0,0,0,0,201,26,39,Y
F,0,0,0,0,308,0,74,Y
F,0,0,0,0,1,0,0,Y
F,0,0,0,0,35,0,0,Y
F,0,0,0,0,25,16,0,Y
F,0,0,0,0,163,0,0,Y
F,0,0,0,0,33,0,0,Y
F,0,0,0,0,16,0,0,Y
F,0,0,0,0,45,0,0,Y
F,0,0,0,0,8,0,4,Y
F,0,0,0,0,19,0,0,Y
F,0,0,0,0,218,161,0,Y
F,0,0,0,0,0,15,60,Y
F,0,0,0,0,16,0,0,Y
F,0,0,0,0,66,0,0,Y
F,0,0,0,0,155,4,0,Y
F,0,0,0,0,0,0,150,Y
F,0,0,0,0,0,31,0,Y
F,0,0,0,0,0.1,0,0,Y
F,0,0,0,0,34,0,0,Y
F,0,0,0,0,12,0,0,Y
F,0,0,0,0,34,4,4,Y
F,0,0,0,0,30,1,0,Y
F,0,0,0,0,65,0,0,Y
F,0,0,0,0,0,11,0.1,Y
F,0,0,0,0,30,0,0,Y
F,0,0,0,0,4,0,0,N
F,0,0,0,0,18,0,0,Y
F,0,0,0,0,26,0,0,Y
F,0,0,0,0,33,0,0,Y
F,0,0,0,0,14,0,0,Y
F,0,0,0,0,162,0,0,Y
F,0,0,0,0,25,0,3,Y
F,0,0,0,0,100,0,0,Y
F,0,0,0,0,62,0,0,Y
F,0,0,0,0,4,2,0,N
F,0,0,0,0,126,65,0,Y
F,0,0,0,0,19,0,0,Y
F,0,0,0,0,34,0,0,Y
F,0,0,0,0,49,7,0,Y
F,0,0,0,0,427,0,0,Y
F,0,0,0,0,120,0,0,Y
F,0,0,0,0,63,0,0,Y
F,0,0,0,0,15,0,0,Y
F,0,0,0,0,6,0,0,Y
F,0,0,0,0,22,0,0,Y
F,0,0,0,0,22,0,0,Y
F,0,0,0,0,15,15,0,Y
F,0,0,0,0,12,0,0,Y
F,0,0,0,0,3,0,0,Y
F,0,0,0,0,20,25,1,Y
F,0,0,0,0,1,0,0,Y
F,0,0,0,0,12,0,0,Y
F,0,0,0,0,39,0,0,Y
F,0,0,0,0,27,2,0,Y
F,0,0,0,0,12,0,0,Y
F,0,0,0,0,5,26,0,N
F,0,0,0,0,35,0,0,Y
F,0,0,0,0,24,0,0,Y
F,0,0,0,0,23,13,2,N
F,0,0,0,0,65,79,0,Y
F,0,0,0,0,4,0,12,Y
F,0,0,0,0,0,75,0,Y
F,0,0,0,0,10,0,0,Y
F,0,0,0,0,15,0,0,Y
F,0,0,0,0,4,0,0,Y
F,0,0,0,0,0.1,0,0.1,N
F,0,0,0,0,122,75,27,Y
F,0,0,0,0,266,0,0,Y
F,0,0,0,0,9,0,9,Y
F,0,0,0,0,8,8,0,Y
F,0,0,0,0,30,0,0,Y
F,0,0,0,0,68,120,0,Y
F,0,0,0,0,0,34,0,Y
F,0,0,0,0,58,11,2,Y
F,0,0,0,0,13,0,0,Y
F,0,0,0,0,23,11,23,N
F,0,0,0,0,105,1,0,N
F,0,0,0,0,0,0,112,N
F,0,0,0,0,7,1,8,Y
F,0,0,0,0,945,940,523,Y
F,0,0,0,0,1,2,0,N
F,0,0,0,0,42,0,0,Y
F,0,0,0,0,2,0,0,Y
F,0,0,0,0,19,15,0,Y
F,0,0,0,0,0,18,1,N
F,0,0,0,0,80,0,0.1,Y
F,0,0,0,0,5,1,0,Y
F,0,0,0,0,45,0,0,Y
F,0,0,0,0,2,0,0,Y
F,0,0,0,0,308,0,0,Y
F,0,0,0,0,0,0,8,Y
F,0,0,0,0,34,0,0,Y
F,0,0,0,0,0,1,5,Y
F,0,0,0,0,63,0,0,Y
F,0,0,0,0,80,0,0,Y
F,0,0,0,0,68,8,11,Y
F,0,0,0,0,30,0,0,Y
F,0,0,0,0,0.1,0,0,Y
F,0,0,0,0,0,19,0,Y
F,0,0,0,0,50,0,0,Y
F,0,0,0,0,83,0,0,Y
F,0,0,0,0,0.1,0,0,Y
F,0,0,0,0,33,0,0,Y
F,0,0,0,0,45,0,0,Y
F,0,0,0,0,0,30,0,Y
F,0,0,0,0,17,0,0,Y
F,0,0,0,0,8,14,0,N
F,0,0,0,0,1,0,0,Y
F,0,0,0,0,6,0,0,N
F,0,0,0,0,0,11,0,Y
F,0,0,0,0,30,0,0,Y
F,0,0,0,0,1,0,0,N
F,0,0,0,0,0,15,50,Y
F,0,0,0,0,0.1,0,11,N
F,0,0,0,0,11,0,0,Y
F,0,0,0,0,20,0.1,0,Y
F,0,0,0,0,0,6,0,N
F,0,0,0,0,0,6,12,Y
F,0,0,0,0,0,48,0,Y
F,0,0,0,0,47,0,0,Y
F,0,0,0,0,25,0,0,Y
F,0,0,0,0,20,0,1,Y
F,0,0,0,0,12,0.1,0,Y
F,0,0,0,0,63,0,0,Y
F,0,0,0,0,34,131,0,N
F,0,0,0,0,0,37,0,Y
F,0,0,0,0,44,47,66,Y
F,0,0,0,0,27,1,0,N
F,0,0,0,0,0.1,0,0,Y
F,0,0,0,0,0,6,0,Y
F,0,0,0,0,15,0,0,Y
F,0,0,0,0,5,1,0,Y
F,0,0,0,0,14,0,0,Y
F,0,0,0,0,1,8,0.1,Y
F,0,0,0,11,10,0,0,Y
F,0,0,0,0.1,63,0,0,Y
F,0,0,0,6,58,28,1,Y
F,0,0,0,0,31,3,0,Y
F,0,0,0,15,75,0,0,Y
F,0,0,0,5,0,0,0,Y
F,0,0,0,30,131,37,0,Y
F,0,0,0,0,29,6,324,Y
F,0,0,0,0,77,0,0,Y
F,0,0,0,0,107,0,8,Y
F,0,0,0,24,7,5,0.1,N
F,0,0,0,20,29,0,0,Y
F,0,0,0,0,32,0,0,Y
F,0,0,0,0,11,0,0,Y
F,0,0,0,9,0,0,0,Y
F,0,0,0,15,26,0,0,Y
F,0,0,0,4,24,0,0.1,N
F,0,0,0,4,0.1,0,0,Y
F,0,0,0,1,5,10,14,N
F,0,0,0,0,0,21,0,Y
F,0,0,0,15,7,0,0,Y
F,0,0,0,60,30,0,0,Y
F,0,0,0,45,350,0,0,Y
F,0,0,0,4,77,23,0,N
F,0,0,0,15,0,0,0,Y
F,0,0,0,37,0,0,0,Y
F,0,0,0,0,13,0,3,Y
F,0,0,0,1,0,0,0,Y
F,0,0,0,10,0,0,0,Y
F,0,0,0,34,0,1,0,Y
F,0,0,0,15,0,19,0,Y
F,0,0,0,0.1,0,0,0,N
F,0,0,0,0,0,27,0,Y
F,0,0,0,0,8,0,0,Y
F,0,0,0,15,0,0,0,Y
F,0,0,0,9,1,3,0.1,N
F,0,0,0,0,0,94,292,Y
F,0,0,0,0.1,0,0,0,Y
F,0,0,0,0,39,0,0,Y
F,0,0,0,15,0,0,0,Y
F,0,0,0,31,0,0,0,Y
F,0,0,0,64,0,71,1,Y
F,0,0,0,34,61,0,0,Y
F,0,0,0,14,0,0,0,Y
F,0,0,0,25,0,0,0,Y
F,0,0,0,231,864,0,0.1,Y
F,0,0,0,7,26,0,0,N
F,0,0,0,43,8,27,182,Y
F,0,0,0,0.1,0,0,0,Y
F,0,0,0,10,0,2,24,Y
F,0,0,0,14,0,0,0,Y
F,0,0,0,21,0,0,0,Y
F,0,0,0,12,0,0,9,Y
F,0,0,0,5,0,0,0,Y
F,0,0,0,0,129,116,0,Y
F,0,0,0,4,7,0,0,Y
F,0,0,0,16,0,0,0,Y
F,0,0,0,23,40,0,0,N
F,0,0,0,20,0,7,0,Y
F,0,0,0,0,0,364,0,N
F,0,0,0,8,41,0,4,Y
F,0,0,0,41,0,0,0,Y
F,0,0,0,17,0,0,0,Y
F,0,0,0,1,0,0,0,Y
F,0,0,0,16,0,0,0,Y
F,0,0,0,98,70,58,61,Y
F,0,0,0,12,0,0,0,Y
F,0,0,0,44,12,0,0,Y
F,0,0,0,0,0,0,34,N
F,0,0,0,7,26,2,0,Y
F,0,0,0,15,0,0,0,Y
F,0,0,0,36,12,4,0,Y
F,0,0,0,6,0,0,0,Y
F,0,0,0,1,0,0,0,Y
F,0,0,0,0,24,0,0,Y
F,0,0,0,22,0,0,0,Y
F,0,0,0,1,0,0,0,Y
F,0,0,0,485,0,0,0,Y
F,0,0,0,24,1,33,3,N
F,0,0,0,0,0,0,37,Y
F,0,0,0,0,120,0,0,Y
F,0,0,0,13,23,16,37,Y
F,0,0,0,0,0,3,28,Y
F,0,0,0,68,11,0,49,N
F,0,0,0,20,0,0,9,Y
F,0,0,0,18,23,0,0,N
F,0,0,0,23,0,0,0,Y
F,0,0,0,2,0,0,0,Y
F,0,0,0,201,0,0,0,Y
F,0,0,0,0,0,0,49,N
F,0,0,0,9,0,0,0,Y
F,0,0,0,59,33,0,0,Y
F,0,0,0,0,0,21,0,Y
F,0,0,0,27,0,0,0,Y
F,0,0,0,34,0,2,0,N
F,0,0,0,6,0,0,0,Y
F,0,0,0,19,0,0,0,Y
F,0,0,0,85,66,0,30,Y
F,0,0,0,37,0,0,0,Y
F,0,0,0,0,3,2,0,Y
F,0,0,0,105,0,17,0,Y
F,0,0,0,15,0,0,0,Y
F,0,0,0,91,1,0,0,Y
F,0,0,0,30,0,0,0,Y
F,0,0,0,29,0,0,2,N
F,0,0,0,35,0,0,0,Y
F,0,0,0,18,0,0,0,Y
F,0,0,0,16,14,0,0.1,Y
F,0,0,0,0,1,0,11,Y
F,0,0,0,22,21,0,0,Y
F,0,0,0,0,259,219,130,Y
F,0,0,0,31,12,2,0,Y
F,0,0,0,0,477,360,0,Y
F,0,0,0,72,0,0,0,Y
F,0,0,0,1,0,0,0,Y
F,0,0,0,81,0,0,0,Y
F,0,0,0,46,15,0,0,Y
F,0,0,0,0,142,454,5,Y
F,0,0,0,6,0,0,32,Y
F,0,0,0,0.1,0,0,2,N
F,0,0,0,0,22,18,15,N
F,0,0,0,19,0,0,0,Y
F,0,0,0,1,0,0,0,Y
F,0,0,0,2,0,0,0,Y
F,0,0,0,39,0,0,0,Y
F,0,0,0,0,235,30,0,Y
F,0,0,0,13,50,0,0,Y
F,0,0,0,0.1,0,0,0,Y
F,0,0,0,1,0,0,0,Y
F,0,0,0,0.1,17,8,0,Y
F,0,0,0,0,520,0,0,Y
F,0,0,0,23,0,0,0,Y
F,0,0,0,11,8,0,0,Y
F,0,0,0,1,15,0,0,Y
F,0,0,0,18,0,0,0,N
F,0,0,0,27,44,0,0,N
F,0,0,0,96,0,0,0,Y
F,0,0,0,33,0,0,0,Y
F,0,0,0,42,0,0,0,Y
F,0,0,0,3,0,0,0,Y
F,0,0,0,126,25,0,0,Y
F,0,0,0,57,0,0,0,Y
F,0,0,0,113,790,153,806,Y
F,0,0,0,150,30,0,0,Y
F,0,0,0,90,0,0,0,Y
F,0,0,0,16,0,0,0,Y
F,0,0,0,75,13,0,0,Y
F,0,0,0,22,15,0,0,Y
F,0,0,0,25,3,0,0,Y
F,0,0,0,1,0,0,0,N
F,0,0,0,0,0,55,11,N
F,0,0,0,43,0,0,0,Y
F,0,0,0,8,8,1,0,Y
F,0,0,0,51,9,0,0,Y
F,0,0,0,0.1,5,24,0,Y
F,0,0,0,16,0,1,0,Y
F,0,0,0,32,0,0,0,Y
F,0,0,0,79,26,0,0,Y
F,0,0,0,0,1,0,0,Y
F,0,0,0,30,0,0,0,Y
F,0,0,0,5,0,4,3,Y
F,0,0,0,26,4,0,0,Y
F,0,0,0,70,0,0,0,Y
F,0,0,0,251,42,0,0,Y
F,0,0,0,71,0,0,0,Y
F,0,0,0,83,0,7,0,Y
F,0,0,0,0.1,0,0,0,Y
F,0,0,0,0,0.1,0,0,Y
F,0,0,0,1,0,0,0,Y
F,0,0,0,7,1,0.1,0,Y
F,0,0,0,63,17,6,3,Y
F,0,0,0,23,126,25,0.1,Y
F,0,0,0,0,201,0,0,Y
F,0,0,0,46,0,0,0,Y
F,0,0,0,27,0,0,0,Y
F,0,0,0,35,48,0,0,Y
F,0,0,0,164,0,0,0,Y
F,0,0,0,14,0,0,0,N
F,0,0,0,249,0,0,3,Y
F,0,0,0,93,27,0,0,N
F,0,0,0,15,0,0,0,Y
F,0,0,0,142,188,0,0,Y
F,0,0,0,13,0,23,0,Y
F,0,0,0,18,0,0,0,Y
F,0,0,0,46,10,0,0,Y
F,0,0,0,61,0,0,0,Y
F,0,0,0,1,3,0,0,Y
F,0,0,0,37,0,0,0,Y
F,0,0,0,93,0,0,0,Y
F,0,0,0,15,4,0,0,Y
F,0,0,0,21,0,0,0,Y
F,0,0,0,0,1,0,0,Y
F,0,0,0,19,0,0,0,Y
F,0,0,0,23,0,0,0,Y
F,0,0,0,5,0,8,0,Y
F,0,0,0,32,0,9,7,Y
F,0,0,0,63,0,0,0,Y
F,0,0,0,38,0,0,0,Y
F,0,0,0,3,3,1,1,N
F,0,0,0,22,0,0.1,0,N
F,0,0,0,30,0,0,0,Y
F,0,0,0,8,0,0,0,Y
F,0,0,0,0,1,1,0,Y
F,0,0,0,11,0,0,0,Y
F,0,0,0,157,0,0,0,Y
F,0,0,0,0.1,1,0,0,Y
F,0,0,0,0,1,0,0,Y
F,0,0,0,0,0,5,0,Y
F,0,0,0,37,0,0,0,Y
F,0,0,0,9,0,0,0,Y
F,0,0,0,43,0,0,0,Y
F,0,0,0,0,0,20,0,Y
F,0,0,0,24,0,0,0,Y
F,0,0,0,26,0,0,0,Y
F,0,0,0,90,0,0,0,Y
F,0,0,0,7,0,0,0,Y
F,0,0,0,183,0,0,0,Y
F,0,0,0,5,0,11,46,Y
F,0,0,0,0,0,9,0,Y
F,0,0,0,96,34,0,0,Y
F,0,0,0,16,0,0,0,Y
F,0,0,0,59,0,0,0,Y
F,0,0,0,18,0,0,0,Y
F,0,0,0,17,0,0,0.1,Y
F,0,0,0,29,3,2,0,Y
F,0,0,0,36,0,0,0,Y
F,0,0,0,26,0.1,0,0,Y
F,0,0,0,24,0,0,0,Y
F,0,0,0,14,0,0,0,Y
F,0,0,0,3,0,0,0,Y
F,0,0,2,68,0,2,0,Y
F,0,0,2,0,3,1,0.1,N
F,0,0,9,20,0,0,0,Y
F,0,0,0,70,45,0,0,Y
F,0,0,14,9,0,0,0,Y
F,0,0,18,29,0,0,0,Y
F,0,0,5,60,5,0,0,N
F,0,0,12,0.1,1,0,0,Y
F,0,0,0,0,34,5,0,Y
F,0,0,0.1,110,0,0,0,Y
F,0,0,4,165,15,8,0,Y
F,0,0,0,0,0,24,0,Y
F,0,0,0,36,32,2,0,N
F,0,0,10,14,0,0,0.1,Y
F,0,0,0,25,0,0,0,Y
F,0,0,26,0,0,0,0,Y
F,0,0,0,45,0,0,0,Y
F,0,0,0,0,8,0,67,N
F,0,0,0,12,18,0,0,N
F,0,0,9,1,1,0,0,N
F,0,0,11,0,0,0,0,Y
F,0,0,0.1,91,16,2,2,Y
F,0,0,38,106,0.1,0,1,Y
F,0,0,1,13,17,0,0,Y
F,0,0,12,0,0,0,0,Y
F,0,0,50,0,0,0,0,Y
F,0,0,27,0,0,0,0,Y
F,0,0,0,31,221,8,0,Y
F,0,0,0,3,8,0,0,Y
F,0,0,0,67,37,0,0,Y
F,0,0,0,7,0,0,0,Y
F,0,0,0,0,0,0,26,Y
F,0,0,15,0,0,0,0,Y
F,0,0,24,27,0,0,0,Y
F,0,0,64,71,27,23,0,N
F,0,0,17,0,0,0,0,Y
F,0,0,0,14,21,6,73,Y
F,0,0,3,35,0,0,0,Y
F,0,0,2,0,0,3,0,Y
F,0,0,0,30,0,0,0,Y
F,0,0,37,41,0,0,0,Y
F,0,0,65,161,105,0,0,Y
F,0,0,4,11,0,0,0,Y
F,0,0,0,10,0,0,0,Y
F,0,0,29,7,0,17,0,Y
F,0,0,0,0,3,0,0,Y
F,0,0,97,1117,248,368,92,Y
F,0,0,31,0,0,0,0,Y
F,0,0,97,198,43,0,4,N
F,0,0,0,45,0,0,0,Y
F,0,0,167,0.1,0,0,0,Y
F,0,0,15,0,0,0,0,Y
F,0,0,16,0,0,0,0,Y
F,0,0,1858,0,0,0,0,Y
F,0,0,0.1,0,0,0.1,0.1,Y
F,0,0,10,0,5,0,0,Y
F,0,0,0,0,0.1,0,0,N
F,0,0,13,0,0,0,0,Y
F,0,0,14,0,0,0,0,Y
F,0,0,42,4,3,2,0,N
F,0,0,0,0,0,19,5,Y
F,0,0,4,0,0,0,4,Y
F,0,0,0.1,0.1,5,4,4,Y
